tempd_id,bac_id,student_id,bac_year,highshcool_path,bac_avg,bac_feedback
2012,10/8015443,14011097370,2010,5,11.07,Passable
2016,10/8049147,14011097375,2010,5,11.31,Passable
2020,10/8008891,14011097379,2010,G18,11.81,Passable
2024,10/8048847,14011097382,2010,5,11.61,Passable
2028,10/8011110,14011097383,2010,5,13.49,A.Bien
2032,12/8009523,14011298729,2012,5,12.16,A.Bien
2036,10/8008858,14011097385,2010,5,13.77,A.Bien
2040,10/8013777,14011097387,2010,G18,15.58,Bien
2044,10/8012290,14011097389,2010,N05,14.65,Bien
2048,08/8016314,14011097390,2008,5,15.43,Bien
2052,10/8019925,14011097497,2010,5,12.66,A.Bien
2056,10/8017860,14011097393,2010,G05,10.74,Passable
2060,10/8050353,14011097396,2010,5,12.06,A.Bien
2064,10/8008928,14011097399,2010,G18,10.28,Passable
2068,10/8050838,14011097404,2010,5,12.29,A.Bien
2072,10/8051811,14011097411,2010,5,10.55,Passable
2076,10/8011400,14011097413,2010,N05,12.61,A.Bien
2080,10/8050448,14011097415,2010,N05,10.18,Passable
2084,10/8012140,14011097416,2010,5,10.88,Passable
2088,10/8017733,14011097418,2010,G05,11.57,Passable
2092,10/8012197,14011097419,2010,5,13.35,A.Bien
2096,10/8014709,14011097423,2010,5,11.7,Passable
2100,10/8018057,14011097425,2010,G05,10.57,Passable
2104,10/8013892,14011097433,2010,N05,12.91,A.Bien
2108,10/8012472,14011097436,2010,G13,12.76,A.Bien
2112,12/8056843,14011298731,2012,5,11.41,Passable
2116,12/8011183,14011298732,2012,5,12.59,A.Bien
2120,10/8049721,14011097510,2010,5,13.8,A.Bien
2124,10/8048907,14011097513,2010,5,13.88,A.Bien
2128,10/8050270,14011097516,2010,5,11.48,Passable
2132,10/8049731,14011097512,2010,5,12.19,A.Bien
2136,10/8052039,14011097515,2010,5,13.66,A.Bien
2140,10/8008173,14011097543,2010,5,10.88,Passable
2144,12/8009437,14011298733,2012,5,10.09,Passable
2148,10/8011213,14011097451,2010,5,10.85,Passable
2152,10/8013724,14011097452,2010,5,12.02,A.Bien
2156,10/8049164,14011097454,2010,5,12.1,A.Bien
2160,10/8015479,14011097455,2010,5,11.53,Passable
2164,10/8014585,14011097456,2010,5,12.21,A.Bien
2168,10/8048803,14011097458,2010,5,11.63,Passable
2172,10/8018127,14011097460,2010,G05,10.9,Passable
2176,10/8008329,14011097463,2010,5,10.94,Passable
2180,10/8008608,14011097464,2010,5,10.52,Passable
2184,10/8049052,14011097468,2010,5,14.12,Bien
2188,12/8009694,14011298734,2012,5,10.97,Passable
2192,12/8053705,14011298736,2012,5,14.06,Bien
2196,10/8008689,14011097478,2010,5,12.42,A.Bien
2200,12/8055646,14011298738,2012,5,11.45,Passable
2204,10/8049929,14011097522,2010,N05,12.49,A.Bien
2208,10/8009777,14011097524,2010,5,14.81,Bien
2212,10/8008754,14011097529,2010,5,12.52,A.Bien
2216,10/8008444,14011599297,2010,5,11.39,Passable
2220,10/8013548,14011097535,2010,5,14.44,Bien
2224,10/8052053,14011097537,2010,5,11.21,Passable
2228,10/8010280,14011097538,2010,5,14.96,Bien
2232,09/C025913,14011097542,2010,G05,14.85,Bien
2236,10/8008651,14011097544,2010,5,13.71,A.Bien
2240,10/8011980,14011097554,2010,5,11.2,Passable
2244,10/8012607,14011097555,2010,5,11.68,Passable
2248,08/8017978,14011097557,2008,G05,12.06,A.Bien
2252,10/8008257,14011097559,2010,5,14.13,Bien
2256,12/8009780,14011298739,2012,5,12.16,A.Bien
2260,10/8008618,14011097560,2010,5,12.08,A.Bien
2264,10/8011183,14011198432,2010,5,12.39,A.Bien
2268,10/8050901,14011097567,2010,5,12.89,A.Bien
2272,12/8009769,14011298740,2012,5,11.78,Passable
2276,10/8049823,14011097569,2010,G18,12.47,A.Bien
2280,10/8008894,14011097571,2010,G18,10.0,Passable
2284,12/8011192,14011298741,2012,5,10.18,Passable
2288,12/8011172,14011298742,2012,5,11.92,Passable
2292,10/8013528,14011097581,2010,5,12.52,A.Bien
2296,10/8008484,14011097582,2010,5,12.2,A.Bien
2300,10/8052055,14011097584,2010,5,11.95,Passable
2304,10/8013598,14011097585,2010,5,11.68,Passable
2308,10/8011398,14011097587,2010,G13,11.73,Passable
2312,10/8013698,14011097588,2010,5,11.68,Passable
2316,10/8050867,14011097593,2010,5,12.79,A.Bien
2320,10/8049096,14011097595,2010,5,11.06,Passable
2324,10/8008979,14011097597,2010,G08,12.94,A.Bien
2328,10/8049026,14011097601,2010,5,13.75,A.Bien
2332,10/8051388,14011097604,2010,5,10.85,Passable
2336,10/8008363,14011097606,2010,5,13.19,A.Bien
2340,12/8010563,14011298743,2012,5,10.57,Passable
2344,10/8020137,14011097616,2010,5,15.0,Bien
2348,10/8051372,14011097622,2010,5,14.25,Bien
2352,10/8051501,14011097627,2010,ca,11.11,Passable
2356,10/8008510,14011097634,2010,5,12.78,A.Bien
2360,10/8012252,14011097635,2010,5,14.31,Bien
2364,10/8012312,14011097638,2010,G13,13.69,A.Bien
2368,12/8009759,14011298744,2012,5,11.08,Passable
2372,12/8009426,14011298884,2012,5,10.37,Passable
2376,12/8015948,14011298885,2012,5,11.49,Passable
2380,12/8011246,14011298886,2012,5,11.5,Passable
2384,12/8015121,14011298888,2012,G18,12.44,A.Bien
2388,12/8015262,14011298890,2012,G13,11.12,Passable
2392,12/8056216,14011298892,2012,G13,10.61,Passable
2396,12/8009083,14011298893,2012,5,13.8,A.Bien
2400,12/8012801,14011298894,2012,5,11.9,Passable
2404,12/8008943,14011298895,2012,5,13.09,A.Bien
2408,12/8008282,14011298896,2012,5,12.04,A.Bien
2412,12/8009073,14011298897,2012,5,12.29,A.Bien
2416,12/8056033,14011298899,2012,5,14.2,Bien
2420,12/8015827,14011298900,2012,5,12.49,A.Bien
2424,12/8009333,14011298901,2012,5,14.0,Bien
2428,12/8054456,14011298903,2012,5,11.67,Passable
2432,12/8012825,14011298904,2012,5,11.0,Passable
2436,12/8011178,14011298905,2012,5,10.47,Passable
2440,12/8013472,14011298906,2012,5,12.21,A.Bien
2444,12/8013355,14011298907,2012,5,11.23,Passable
2448,12/8009914,14011298909,2012,M 1,12.2,A.Bien
2452,12/8012963,14011298911,2012,G13,10.5,Passable
2456,12/8013945,14011298912,2012,5,10.77,Passable
2460,12/8009578,14011298914,2012,T24,14.43,Bien
2464,12/8013374,14011298915,2012,5,11.06,Passable
2468,12/8014193,14011298917,2012,G13,12.54,A.Bien
2472,12/8009150,14011298918,2012,5,11.09,Passable
2476,12/8016856,14011298919,2012,5,14.05,Bien
2480,12/8011889,14011298921,2012,5,10.5,Passable
2484,12/8053999,14011298923,2012,5,10.0,Passable
2488,12/8057126,14011298925,2012,5,12.57,A.Bien
2492,12/8016867,14011298927,2012,5,12.7,A.Bien
2496,12/8054308,14011298929,2012,T19,10.28,Passable
2500,12/8015143,14011298932,2012,G18,11.66,Passable
2504,12/8015091,14011298933,2012,5,12.17,A.Bien
2508,12/8011188,14011298935,2012,G18,12.82,A.Bien
2512,12/8009256,14011298936,2012,5,11.6,Passable
2516,12/8009045,14011298937,2012,5,11.27,Passable
2520,12/8057516,14011298939,2012,G13,10.46,Passable
2524,10/8008922,14011097274,2010,G18,11.42,Passable
2528,10/8009769,14011097276,2010,5,12.21,A.Bien
2532,10/8009727,14011097278,2010,5,10.42,Passable
2536,12/8015700,14011298745,2012,5,11.04,Passable
2540,12/8054244,14011298747,2012,5,10.88,Passable
2544,12/8054241,14011298748,2012,5,10.67,Passable
2548,07/8016179,14011097282,2007,G05,10.22,Passable
2552,12/8008281,14011298749,2012,5,13.36,A.Bien
2556,12/8054367,14011298751,2012,5,10.04,Passable
2560,10/8013541,14011097639,2010,5,12.37,A.Bien
2564,11/000000,14011097640,2011,5,10.0,Passable
2568,10/8017989,14011097641,2010,5,11.76,Passable
2572,11/000000,14011097642,2011,5,10.0,Passable
2576,12/8015927,14011298752,2012,5,12.22,A.Bien
2580,12/8054397,14011298754,2012,5,13.36,A.Bien
2584,12/8010596,14011298755,2012,5,11.28,Passable
2588,12/8010561,14011298756,2012,5,11.0,Passable
2592,12/8009328,14011298806,2012,5,14.45,Bien
2596,12/8014120,14011298807,2012,5,10.63,Passable
2600,12/8011930,14011298808,2012,5,11.28,Passable
2604,12/8012602,14011298809,2012,5,10.97,Passable
2608,12/8008548,14011298810,2012,5,14.02,Bien
2612,12/8009144,14011298811,2012,5,11.39,Passable
2616,12/8057241,14011298813,2012,5,10.76,Passable
2620,12/8056671,14011298815,2012,5,12.9,A.Bien
2624,12/8057235,14011298817,2012,5,10.47,Passable
2628,12/8009752,14011298818,2012,5,12.48,A.Bien
2632,12/8011189,14011298819,2012,5,11.02,Passable
2636,12/8012582,14011298820,2012,5,13.97,A.Bien
2640,12/8014072,14011298821,2012,5,11.54,Passable
2644,12/8053908,14011298823,2012,5,14.46,Bien
2648,12/8014192,14011298824,2012,5,11.36,Passable
2652,12/8057265,14011298826,2012,5,10.73,Passable
2656,12/8053998,14011298828,2012,5,13.13,A.Bien
2660,12/8054459,14011298832,2012,M 1,11.3,Passable
2664,12/8054349,14011298834,2012,G13,11.22,Passable
2668,12/8016472,14011298836,2012,G13,10.82,Passable
2672,12/8016866,14011298838,2012,5,13.4,A.Bien
2676,12/8016295,14011298759,2012,5,13.85,A.Bien
2680,12/8012827,14011298760,2012,5,10.08,Passable
2684,12/8056602,14011298762,2012,5,14.37,Bien
2688,12/8054958,14011298842,2012,G18,11.47,Passable
2692,12/8054448,14011298844,2012,5,10.05,Passable
2696,12/11906,14011298846,2012,5,15.06,Bien
2700,12/8054949,14011298848,2012,5,12.14,A.Bien
2704,12/8056654,14011299190,2012,5,12.35,A.Bien
2708,12/8008597,14011298763,2012,5,12.79,A.Bien
2712,12/8009434,14011298764,2012,5,10.38,Passable
2716,05/7077596,14011599292,2005,G05,12.12,A.Bien
2720,12/8008917,14011298765,2012,5,11.99,Passable
2724,12/8008297,14011298766,2012,5,12.19,A.Bien
2728,12/8016258,14011298768,2012,5,11.02,Passable
2732,12/8054348,14011298770,2012,5,13.01,A.Bien
2736,12/8053926,14011298775,2012,5,13.76,A.Bien
2740,12/8056691,14011298777,2012,5,14.26,Bien
2744,12/8008965,14011298778,2012,5,13.52,A.Bien
2748,12/8008932,14011298779,2012,5,11.72,Passable
2752,12/8014007,14011298780,2012,5,13.79,A.Bien
2756,12/8008929,14011298781,2012,5,11.14,Passable
2760,12/8053940,14011298783,2012,5,14.19,Bien
2764,12/8009522,14011298784,2012,5,10.85,Passable
2768,12/8012834,14011298785,2012,5,12.68,A.Bien
2772,12/8015122,14011298786,2012,5,10.4,Passable
2776,12/8008485,14011298787,2012,5,12.34,A.Bien
2780,12/8053953,14011298789,2012,5,11.38,Passable
2784,11/8014451,14011197796,2011,5,13.18,A.Bien
2788,11/8049255,14011197864,2011,5,12.54,A.Bien
2792,10/8008214,14011197798,2010,5,15.2,Bien
2796,11/8007772,14011198548,2011,5,13.19,A.Bien
2800,11/8050413,14011198394,2011,5,12.69,A.Bien
2804,11/8014210,14011198395,2011,5,13.16,A.Bien
2808,11/8008039,14011198416,2011,5,12.84,A.Bien
2812,11/8007857,14011198554,2011,5,13.34,A.Bien
2816,12/8012564,14011298790,2012,5,11.73,Passable
2820,11/8008119,14011198509,2011,5,15.04,Bien
2824,11/8008642,14011197866,2011,G18,11.25,Passable
2828,11/8007786,14011197804,2011,5,12.68,A.Bien
2832,10/8008687,14011198543,2010,5,12.57,A.Bien
2836,11/8010956,14011198544,2011,5,11.65,Passable
2840,11/8012065,14011198469,2011,T19,13.4,A.Bien
2844,11/8050927,14011198420,2011,5,11.52,Passable
2848,11/8008434,14011197808,2011,5,12.69,A.Bien
2852,11/8010923,14011198433,2011,5,12.0,A.Bien
2856,11/8008078,14011197816,2011,5,14.54,Bien
2860,11/8008229,14011197817,2011,5,14.37,Bien
2864,11/8008416,14011198435,2011,5,13.54,A.Bien
2868,11/8007757,14011197819,2011,5,11.47,Passable
2872,11/8009479,14011197820,2011,5,11.54,Passable
2876,11/8048709,14011197872,2011,G13,12.13,A.Bien
2880,11/8050442,14011197873,2011,5,11.95,Passable
2884,11/8051131,14011198481,2011,M 1,12.7,A.Bien
2888,11/8049778,14011198527,2011,5,13.34,A.Bien
2892,12/8016857,14011298942,2012,5,11.92,Passable
2896,12/8016371,14011298943,2012,5,12.04,A.Bien
2900,12/8015212,14011298945,2012,T19,11.56,Passable
2904,12/8015219,14011298947,2012,T19,10.47,Passable
2908,12/8054302,14011298949,2012,T19,13.22,A.Bien
2912,12/8010357,14011298950,2012,5,11.75,Passable
2916,12/8057238,14011298952,2012,G13,12.57,A.Bien
2920,12/8012907,14011298954,2012,T19,12.4,A.Bien
2924,12/8009334,14011298955,2012,5,15.05,Bien
2928,12/8054401,14011298957,2012,G13,10.96,Passable
2932,12/8015124,14011298959,2012,G18,10.68,Passable
2936,11/2776,14011298962,2011,G18,14.06,Bien
2940,11/1389,14011298964,2011,G18,14.59,Bien
2944,11/1124,14011298968,2011,G18,14.92,Bien
2948,11/0254,14011298970,2011,G18,14.92,Bien
2952,12/8016830,14011298971,2012,5,12.7,A.Bien
2956,12/8054946,14011298973,2012,G18,11.32,Passable
2960,12/8011815,14011298974,2012,5,11.6,Passable
2964,12/8011139,14011298975,2012,5,10.49,Passable
2968,12/8010558,14011298977,2012,G18,11.27,Passable
2972,12/7035781,14011298979,2012,5,13.75,A.Bien
2976,12/8056688,14011298981,2012,5,11.47,Passable
2980,12/8054383,14011298983,2012,G13,13.32,A.Bien
2984,12/8015733,14011298985,2012,5,12.82,A.Bien
2988,12/8012873,14011298987,2012,T24,11.88,Passable
2992,12/8057514,14011298989,2012,G13,10.64,Passable
2996,12/8013399,14011298990,2012,5,12.3,A.Bien
3000,12/8020645,14011298991,2012,5,10.59,Passable
3004,12/8054444,14011298993,2012,5,12.06,A.Bien
3008,12/8010566,14011298994,2012,5,11.22,Passable
3012,12/8015222,14011298995,2012,5,10.35,Passable
3016,12/8010348,14011298996,2012,5,14.16,Bien
3020,12/8009345,14011298997,2012,5,12.35,A.Bien
3024,12/8016369,14011298998,2012,5,11.8,Passable
3028,12/8016476,14011298999,2012,5,11.96,Passable
3032,12/8054132,14011299001,2012,5,15.25,Bien
3036,12/8054336,14011299003,2012,5,10.46,Passable
3040,12/8012830,14011299004,2012,5,11.32,Passable
3044,12/8014116,14011299005,2012,5,10.9,Passable
3048,12/8054458,14011299007,2012,5,12.16,A.Bien
3052,12/8014125,14011299008,2012,5,11.05,Passable
3056,12/8014088,14011299009,2012,5,11.54,Passable
3060,12/8015713,14011299010,2012,5,14.75,Bien
3064,12/8014126,14011299011,2012,5,11.85,Passable
3068,12/8014205,14011299012,2012,5,10.29,Passable
3072,12/8013997,14011299013,2012,5,13.52,A.Bien
3076,12/8015884,14011299014,2012,5,10.41,Passable
3080,12/8015953,14011299015,2012,5,11.49,Passable
3084,12/8016818,14011299016,2012,5,13.54,A.Bien
3088,12/8016919,14011299017,2012,5,14.03,Bien
3092,12/8056716,14011299019,2012,5,13.11,A.Bien
3096,12/8056761,14011299020,2012,5,11.17,Passable
3100,12/8054312,14011299022,2012,5,11.47,Passable
3104,12/8012722,14011299023,2012,5,14.83,Bien
3108,12/8011194,14011299024,2012,5,12.68,A.Bien
3112,12/8014090,14011299025,2012,5,11.14,Passable
3116,12/8000837,14011299026,2012,5,14.37,Bien
3120,12/8015142,14011299027,2012,5,12.32,A.Bien
3124,12/8015129,14011299028,2012,5,12.3,A.Bien
3128,12/8008528,14011299029,2012,5,13.55,A.Bien
3132,12/8021852,14011299030,2012,5,10.43,Passable
3136,12/8009359,14011299031,2012,5,12.31,A.Bien
3140,12/8014982,14011299032,2012,5,11.72,Passable
3144,12/8009782,14011299033,2012,5,11.68,Passable
3148,12/8014159,14011299035,2012,5,10.29,Passable
3152,12/8055431,14011299037,2012,5,11.77,Passable
3156,12/8009011,14011299038,2012,5,13.87,A.Bien
3160,12/8010569,14011299040,2012,G18,10.32,Passable
3164,12/8054461,14011299043,2012,M 1,13.8,A.Bien
3168,12/8013288,14011299044,2012,5,11.8,Passable
3172,12/8009878,14011299046,2012,M 1,14.36,Bien
3176,12/8015252,14011299051,2012,G13,12.54,A.Bien
3180,12/8015221,14011299054,2012,T19,10.63,Passable
3184,12/8055456,14011299057,2012,5,10.75,Passable
3188,12/8015185,14011299059,2012,T24,10.14,Passable
3192,12/8016817,14011299060,2012,5,11.62,Passable
3196,12/8054460,14011299062,2012,M 1,13.69,A.Bien
3200,12/8053773,14011299064,2012,5,11.24,Passable
3204,12/8054417,14011299066,2012,G13,13.5,A.Bien
3208,12/8008190,14011299067,2011,5,11.51,Passable
3212,12/8009523,14011299068,2011,5,14.44,Bien
3216,12/8011010,14011299071,2011,5,12.07,A.Bien
3220,12/8056153,14011299074,2012,G18,12.63,A.Bien
3224,12/8056177,14011299076,2012,T19,10.1,Passable
3228,12/8056208,14011299078,2012,G13,11.47,Passable
3232,12/8053844,14011299080,2012,5,11.29,Passable
3236,12/8059655,14011299082,2012,5,12.3,A.Bien
3240,12/8010460,14011299083,2012,5,11.56,Passable
3244,12/8049936,14011299085,2012,T24,11.7,Passable
3248,12/8013349,14011299087,2012,5,11.24,Passable
3252,11/8013359,14011299088,2011,5,14.45,Bien
3256,12/8015874,14011299090,2012,T24,10.79,Passable
3260,12/8008272,14011299091,2012,5,11.37,Passable
3264,11/8013545,14011299093,2011,T19,13.77,A.Bien
3268,12/8015217,14011299095,2012,T19,10.4,Passable
3272,11/8013506,14011299097,2011,T24,12.17,A.Bien
3276,12/8055620,14011299099,2012,T24,10.37,Passable
3280,12/8055619,14011299101,2012,T24,10.32,Passable
3284,11/8008193,14011299104,2011,5,15.17,Bien
3288,11/8008394,14011299105,2011,5,14.54,Bien
3292,12/8008442,14011299106,2012,5,14.17,Bien
3296,11/8013539,14011299110,2011,T19,14.39,Bien
3300,12/8021226,14011299111,2012,5,13.69,A.Bien
3304,11/8014354,14011299112,2011,5,11.96,Passable
3308,12/8011754,14011299113,2012,5,13.02,A.Bien
3312,12/8008552,14011299115,2012,5,13.58,A.Bien
3316,12/8008391,14011299116,2012,5,13.49,A.Bien
3320,11/8007827,14011299118,2011,5,14.71,Bien
3324,11/8014274,14011299119,2011,5,12.39,A.Bien
3328,11/7001545,14011299121,2011,G18,11.14,Passable
3332,11/8013312,14011299122,2011,5,14.77,Bien
3336,11/8013193,14011299125,2011,5,11.11,Passable
3340,12/8016873,14011299128,2012,5,11.15,Passable
3344,12/8016882,14011299129,2012,5,12.8,A.Bien
3348,11/8011859,14011299130,2011,5,14.02,Bien
3352,12/8053989,14011299133,2012,5,14.39,Bien
3356,12/8014016,14011299134,2012,5,10.92,Passable
3360,12/8008841,14011299136,2012,5,13.57,A.Bien
3364,11/8012505,14011299138,2011,T24,14.27,Bien
3368,11/8013174,14011299139,2011,5,12.44,A.Bien
3372,12/8056087,14011299141,2012,5,11.87,Passable
3376,11/8050002,14011299143,2011,G13,15.11,Bien
3380,12/8009745,14011299146,2012,G13,11.14,Passable
3384,10/8015614,14011299148,2010,T24,10.41,Passable
3388,12/8016413,14011299150,2012,T24,10.13,Passable
3392,12/8056150,14011299152,2012,G18,12.66,A.Bien
3396,12/8014167,14011299154,2012,T19,11.23,Passable
3400,11/8012118,14011299156,2011,G13,14.89,Bien
3404,12/8013343,14011299160,2012,5,11.11,Passable
3408,12/8013300,14011299161,2012,5,12.09,A.Bien
3412,12/8055589,14011299164,2012,G18,12.09,A.Bien
3416,12/8055586,14011299166,2012,G18,12.23,A.Bien
3420,12/8021666,14011299168,2012,G18,11.26,Passable
3424,12/8009259,14011299169,2012,5,15.07,Bien
3428,12/8056714,14011299172,2012,5,11.58,Passable
3432,11/8011037,14011299173,2011,5,13.22,A.Bien
3436,11/8011125,14011299174,2011,5,13.15,A.Bien
3440,12/8053885,14011299176,2012,5,13.5,A.Bien
3444,12/8054126,14011299178,2012,5,12.53,A.Bien
3448,11/26810,14011299180,2011,5,10.0,Passable
3452,12/8012870,14011299182,2012,T24,11.14,Passable
3456,12/8009182,14011299191,2012,5,13.39,A.Bien
3460,12/8016977,14011299193,2012,T24,10.22,Passable
3464,12/8021809,14011299195,2012,T19,10.19,Passable
3468,12/8009395,14011299197,2012,5,10.6,Passable
3472,12/8008609,14011299203,2012,5,11.15,Passable
3476,12/8056868,14011299205,2012,M 1,10.24,Passable
3480,12/8057155,14011299207,2012,5,13.85,A.Bien
3484,12/8055077,14011299210,2012,M 1,11.28,Passable
3488,12/8009441,14011299212,2012,G18,12.12,A.Bien
3492,12/8011695,14011299214,2012,5,10.2,Passable
3496,12/8013302,14011299215,2012,5,12.13,A.Bien
3500,12/8015172,14011299218,2012,T24,11.09,Passable
3504,12/8057121,14011299219,2012,5,12.67,A.Bien
3508,12/8013307,14011299220,2012,5,11.75,Passable
3512,11/8008213,14011197810,2011,5,12.02,A.Bien
3516,11/8011996,14011197868,2011,G18,11.94,Passable
3520,11/8050934,14011197869,2011,5,12.3,A.Bien
3524,11/8014278,14011197814,2011,5,13.33,A.Bien
3528,11/8048642,14011198504,2011,T19,12.39,A.Bien
3532,11/8048384,14011197876,2011,5,13.6,A.Bien
3536,11/8048503,14011197877,2011,5,13.28,A.Bien
3540,11/8050000,14011198445,2011,G13,11.13,Passable
3544,11/8007900,14011197830,2011,5,12.77,A.Bien
3548,11/8009695,14011198397,2011,T24,10.99,Passable
3552,11/8050480,14011198378,2011,G18,12.87,A.Bien
3556,11/8048710,14011198396,2011,G13,11.72,Passable
3560,11/8048312,14011198450,2011,5,12.6,A.Bien
3564,11/8048628,14011198387,2011,T19,12.02,A.Bien
3568,11/8048655,14011197841,2011,T19,12.34,A.Bien
3572,11/8009652,14011198493,2011,G18,12.02,A.Bien
3576,11/8015255,14011198407,2011,T24,11.57,Passable
3580,11/8051338,14011197848,2011,5,11.45,Passable
3584,11/8050483,14011197856,2011,G18,13.47,A.Bien
3588,11/8051132,14011198375,2011,M 1,12.29,A.Bien
3592,11/8053982,14011198456,2011,G13,12.85,A.Bien
3596,11/8014328,14011197859,2011,5,13.2,A.Bien
3600,11/8048578,14011197881,2011,G18,12.28,A.Bien
3604,11/8013217,14011198374,2011,5,15.54,Bien
3608,11/8007824,14011198413,2011,5,14.77,Bien
3612,11/8050414,14011198451,2011,5,12.89,A.Bien
3616,11/8008489,14011197886,2011,5,12.38,A.Bien
3620,11/8048222,14011198529,2011,5,12.32,A.Bien
3624,11/8013451,14011198379,2011,G18,13.63,A.Bien
3628,11/8048586,14011198399,2011,G18,11.06,Passable
3632,11/8048760,14011198531,2011,M 1,12.22,A.Bien
3636,11/8007926,14011198476,2011,5,13.8,A.Bien
3640,11/8051022,14011198534,2011,G18,11.92,Passable
3644,11/8008592,14011198449,2011,G18,13.32,A.Bien
3648,11/8048385,14011197918,2011,5,13.81,A.Bien
3652,11/8048304,14011197920,2011,5,13.95,A.Bien
3656,11/8007623,14011197921,2011,5,12.9,A.Bien
